Gender,GivenName,Surname,Birthday,StreetAddress,EmailAddress,Centimeters,FeetInches
male,Grosvenor,Garcia,1/31/1985,"2 avenue de Bouvines",GrosvenorGarcia@dayrep.com,184,"6' 0"""
female,Charmaine,Rouze,12/22/1930,"17 rue Marie de Médicis",CharmaineRouze@einrot.com,156,"5' 1"""
female,Alaine,Giroux,6/10/1966,"15 Boulevard de Normandie",AlaineGiroux@cuvox.de,160,"5' 3"""
female,Demi,Bazin,12/11/1965,"53 Quai des Belges",DemiBazin@rhyta.com,154,"5' 1"""
female,Jacqueline,Dodier,6/8/1963,"69 Avenue Millies Lacroix",JacquelineDodier@cuvox.de,155,"5' 1"""
female,Laetitia,Mathieu,6/7/1940,"27 rue Sébastopol",LaetitiaMathieu@fleckens.hu,152,"5' 0"""
male,Lucas,Briard,12/20/1952,"25 rue des Soeurs",LucasBriard@teleworm.us,184,"6' 0"""
female,Claire,Bériault,3/28/1930,"86 Square de la Couronne",ClaireBeriault@einrot.com,166,"5' 5"""
female,Marphisa,Pelchat,1/4/1931,"5 Rue Hubert de Lisle",MarphisaPelchat@jourrapide.com,166,"5' 5"""
male,Ganelon,Dupuy,7/12/2000,"96 rue Pierre Motte",GanelonDupuy@jourrapide.com,160,"5' 3"""
male,Olivier,Courtemanche,10/2/1951,"84 rue Léon Dierx",OlivierCourtemanche@gustr.com,166,"5' 5"""
female,Orane,Narcisse,9/10/1984,"61 rue Petite Fusterie",OraneNarcisse@cuvox.de,156,"5' 1"""
female,Zoé,Tardif,5/3/1959,"68 avenue Voltaire",ZoeTardif@einrot.com,158,"5' 2"""
male,Gabriel,Chalut,2/26/1965,"56 rue Petite Fusterie",GabrielChalut@rhyta.com,188,"6' 2"""
male,Nicholas,Théberge,7/11/1932,"62 Avenue Millies Lacroix",NicholasTheberge@fleckens.hu,183,"6' 0"""
female,Fleur,Artois,4/23/1979,"13 rue Charles Corbeau",FleurArtois@rhyta.com,166,"5' 5"""
female,Claire,Arcouet,8/29/1979,"24 rue Banaudon",ClaireArcouet@einrot.com,161,"5' 3"""
female,Hortense,Roux,2/9/1983,"30 Place de la Gare",HortenseRoux@fleckens.hu,155,"5' 1"""
female,Logistilla,Lemelin,9/23/1986,"24 avenue de Provence",LogistillaLemelin@superrito.com,155,"5' 1"""
male,Serge,Loiselle,6/20/1953,"13 rue des lieutemants Thomazo",SergeLoiselle@superrito.com,166,"5' 5"""
female,Lucille,Ruest,12/10/1939,"98 Rue Joseph Vernet",LucilleRuest@cuvox.de,158,"5' 2"""
female,Juliette,Deschênes,10/17/1995,"57 avenue de Bouvines",JulietteDeschenes@fleckens.hu,161,"5' 3"""
female,Huette,Thériault,10/5/1984,"85 rue des Lacs",HuetteTheriault@rhyta.com,155,"5' 1"""
female,Cécile,Soucy,3/4/1992,"98 Boulevard de Normandie",CecileSoucy@superrito.com,156,"5' 1"""
female,Methena,Baril,4/19/1962,"55 rue du Général Ailleret",MethenaBaril@dayrep.com,166,"5' 5"""
female,Clothilde,Aupry,5/15/1935,"90 Rue Joseph Vernet",ClothildeAupry@fleckens.hu,153,"5' 0"""
female,Esmeraude,Courcelle,1/15/1938,"73 rue de la Boétie",EsmeraudeCourcelle@teleworm.us,160,"5' 3"""
female,Romaine,Desrosiers,1/12/1982,"60 avenue de l'Amandier",RomaineDesrosiers@gustr.com,156,"5' 1"""
female,Mignonette,Berger,6/20/1965,"86 rue Marie de Médicis",MignonetteBerger@dayrep.com,153,"5' 0"""
male,Jay,Clément,7/27/1966,"28 Quai des Belges",JayClement@jourrapide.com,185,"6' 1"""
female,Lorraine,Audibert,10/2/1937,"8 rue Reine Elisabeth",LorraineAudibert@fleckens.hu,163,"5' 4"""
female,France,Plourde,11/17/1982,"53 rue des Chaligny",FrancePlourde@dayrep.com,166,"5' 5"""
female,Jacquenett,Charette,11/24/1944,"52 rue de la République",JacquenettCharette@gustr.com,154,"5' 1"""
female,Ninette,Doucet,11/6/1960,"10 avenue Ferdinand de Lesseps",NinetteDoucet@gustr.com,155,"5' 1"""
female,Erembourg,Duranseau,1/4/1934,"29 Rue Bonnet",ErembourgDuranseau@teleworm.us,154,"5' 1"""
male,Denis,Cliche,8/19/1945,"94 rue Lenotre",DenisCliche@gustr.com,185,"6' 1"""
male,Merle,Huppé,10/29/2001,"73 Rue Frédéric Chopin",MerleHuppe@fleckens.hu,161,"5' 3"""
male,Ray,Lacasse,10/11/1989,"91 place Stanislas",RayLacasse@armyspy.com,186,"6' 1"""
male,Henri,Montminy,4/29/1987,"86 Avenue Millies Lacroix",HenriMontminy@dayrep.com,184,"6' 0"""
female,Amorette,Phaneuf,10/19/1934,"78 Faubourg Saint Honoré",AmorettePhaneuf@jourrapide.com,166,"5' 5"""
male,Théodore,Thériault,5/25/1967,"83 Quai des Belges",TheodoreTheriault@armyspy.com,183,"6' 0"""
female,Natalie,Bourgeois,11/17/1944,"65 rue Banaudon",NatalieBourgeois@superrito.com,166,"5' 5"""
male,Cloridan,Simard,12/31/1946,"83 rue Reine Elisabeth",CloridanSimard@dayrep.com,163,"5' 4"""
male,Fletcher,Gauvin,1/24/1976,"72 Quai des Belges",FletcherGauvin@superrito.com,183,"6' 0"""
female,Inès,Parizeau,4/16/1945,"86 boulevard Amiral Courbet",InesParizeau@fleckens.hu,155,"5' 1"""
female,Nadine,Marcheterre,9/22/1940,"36 rue de Penthièvre",NadineMarcheterre@cuvox.de,152,"5' 0"""
female,Laurette,Bourget,8/31/1954,"48 rue des Soeurs",LauretteBourget@fleckens.hu,166,"5' 5"""
female,Laurene,Houde,8/16/1945,"97 rue Grande Fusterie",LaureneHoude@teleworm.us,161,"5' 3"""
female,Arienne,Labossière,4/3/1951,"15 rue Cazade",ArienneLabossiere@jourrapide.com,160,"5' 3"""
female,Alacoque,Boivin,3/21/1944,"29 rue de l'Aigle",AlacoqueBoivin@fleckens.hu,155,"5' 1"""
female,Henriette,Charpie,4/3/1963,"11 boulevard d'Alsace",HenrietteCharpie@jourrapide.com,154,"5' 1"""
female,Eloise,Lafrenière,11/13/1978,"5 Rue du Palais",EloiseLafreniere@dayrep.com,166,"5' 5"""
female,Laurence,Bazin,2/20/1996,"97 avenue Jules Ferry",LaurenceBazin@cuvox.de,166,"5' 5"""
male,Saber,Austin,7/24/1960,"18 rue Lenotre",SaberAustin@jourrapide.com,166,"5' 5"""
male,Loyal,Bouvier,4/15/1932,"69 rue La Boétie",LoyalBouvier@cuvox.de,163,"5' 4"""
female,Honore,Dubé,10/7/1945,"37 rue Adolphe Wurtz",HonoreDube@rhyta.com,152,"5' 0"""
male,Landers,Dubois,5/20/1973,"48 rue Jean-Monnet",LandersDubois@jourrapide.com,189,"6' 2"""
male,Jacques,Robillard,10/27/1993,"56 Place du Jeu de Paume",JacquesRobillard@einrot.com,184,"6' 0"""
male,Soren,Quiron,2/2/1970,"44 place Stanislas",SorenQuiron@gustr.com,186,"6' 1"""
female,Corinne,Riquier,4/2/1947,"55 Chemin Challet",CorinneRiquier@gustr.com,160,"5' 3"""
male,Frédéric,Rocher,11/5/1960,"9 Chemin Du Lavarin Sud",FredericRocher@jourrapide.com,182,"6' 0"""
female,Chantal,Moquin,8/12/1977,"41 rue Jean-Monnet",ChantalMoquin@einrot.com,158,"5' 2"""
female,Laure,Arnoux,8/1/1996,"91 Rue Bonnet",LaureArnoux@rhyta.com,152,"5' 0"""
female,Renée,Fluet,7/30/1947,"19 rue des Chaligny",ReneeFluet@jourrapide.com,154,"5' 1"""
female,Karlotta,Boisclair,4/7/1938,"50 Avenue des Tuileries",KarlottaBoisclair@superrito.com,153,"5' 0"""
male,Barry,Séguin,6/1/1981,"57 rue Isambard",BarrySeguin@armyspy.com,188,"6' 2"""
female,Fabienne,Gilbert,9/29/1939,"70 boulevard Aristide Briand",FabienneGilbert@fleckens.hu,166,"5' 5"""
male,Fiacre,Baril,1/13/1957,"48 rue La Boétie",FiacreBaril@dayrep.com,185,"6' 1"""
female,Cinderella,Tanguay,11/4/1939,"71 avenue du Marechal Juin",CinderellaTanguay@armyspy.com,155,"5' 1"""
female,Pensee,Charpentier,8/16/1932,"31 rue des lieutemants Thomazo",PenseeCharpentier@einrot.com,157,"5' 2"""
female,Falerina,Leclerc,7/10/1966,"30 Rue de la Pompe",FalerinaLeclerc@jourrapide.com,163,"5' 4"""
female,Ancelote,Brasseur,7/8/1987,"89 Chemin Du Lavarin Sud",AnceloteBrasseur@rhyta.com,166,"5' 5"""
male,Platt,Goudreau,3/9/2001,"44 rue de la Boétie",PlattGoudreau@einrot.com,163,"5' 4"""
female,Amitee,Senneville,4/13/1980,"27 rue Pierre Motte",AmiteeSenneville@einrot.com,158,"5' 2"""
female,Odelette,Jalbert,1/13/1949,"47 avenue Ferdinand de Lesseps",OdeletteJalbert@cuvox.de,163,"5' 4"""
female,Hedvige,Desroches,1/3/1942,"40 Rue Joseph Vernet",HedvigeDesroches@armyspy.com,158,"5' 2"""
male,Desire,Bérard,6/10/1966,"74 rue des Nations Unies",DesireBerard@einrot.com,184,"6' 0"""
male,Odo,Dastous,4/13/1990,"42 rue de Groussay",OdoDastous@rhyta.com,183,"6' 0"""
female,Marine,David,10/29/1934,"9 rue de la République",MarineDavid@teleworm.us,160,"5' 3"""
female,Clarice,Breton,4/17/1999,"90 rue Porte d'Orange",ClariceBreton@fleckens.hu,163,"5' 4"""
female,Auda,St-Jean,1/6/1957,"49 rue Pierre Motte",AudaSt-Jean@teleworm.us,153,"5' 0"""
female,Mireille,Deniger,8/16/1998,"43 rue Beauvau",MireilleDeniger@armyspy.com,163,"5' 4"""
female,Clothilde,Mainville,8/13/1977,"84 boulevard Amiral Courbet",ClothildeMainville@rhyta.com,155,"5' 1"""
female,Dorene,Doiron,10/30/1986,"70 Avenue des Tuileries",DoreneDoiron@fleckens.hu,163,"5' 4"""
male,Melville,Lafond,1/9/1997,"86 rue Adolphe Wurtz",MelvilleLafond@jourrapide.com,189,"6' 2"""
male,Martin,Guilmette,9/25/1987,"27 boulevard Amiral Courbet",MartinGuilmette@cuvox.de,184,"6' 0"""
female,Tilly,Chaussée,6/12/1946,"78 Avenue De Marlioz",TillyChaussee@jourrapide.com,154,"5' 1"""
male,Talbot,Dodier,9/15/1949,"7 rue Gontier-Patin",TalbotDodier@teleworm.us,184,"6' 0"""
female,Laurene,Bureau,1/20/1940,"67 rue Victor Hugo",LaureneBureau@jourrapide.com,160,"5' 3"""
male,Bellamy,Gaillard,10/25/1983,"62 rue Adolphe Wurtz",BellamyGaillard@fleckens.hu,184,"6' 0"""
female,Madelene,Grandpré,7/31/1951,"44 avenue Jules Ferry",MadeleneGrandpre@superrito.com,155,"5' 1"""
female,Margaux,Desroches,8/18/1988,"89 Chemin des Bateliers",MargauxDesroches@einrot.com,160,"5' 3"""
female,Caresse,Goddu,9/22/1945,"66 Place de la Madeleine",CaresseGoddu@cuvox.de,161,"5' 3"""
male,Merle,Clavet,10/12/1976,"60 Place de la Madeleine",MerleClavet@superrito.com,186,"6' 1"""
male,Lothair,D'Aoust,1/15/1978,"48 rue du Général Ailleret",LothairDAoust@dayrep.com,188,"6' 2"""
female,Esperanza,Tessier,9/3/1968,"48 rue Bonneterie",EsperanzaTessier@armyspy.com,166,"5' 5"""
female,Madeleine,Adler,10/28/1971,"46 rue Pierre Motte",MadeleineAdler@dayrep.com,160,"5' 3"""
male,Aleron,Allaire,10/2/1972,"41 rue du Paillle en queue",AleronAllaire@cuvox.de,187,"6' 2"""
male,Dominic,Quenneville,1/21/1976,"38 rue Goya",DominicQuenneville@teleworm.us,188,"6' 2"""
female,Catherine,Trudeau,10/27/1939,"26 place Maurice-Charretier",CatherineTrudeau@rhyta.com,158,"5' 2"""
male,Leroy,Duval,2/22/1960,"7 rue de la Mare aux Carats",LeroyDuval@cuvox.de,182,"6' 0"""
male,Millard,Chauvin,1/29/1982,"36 Rue Joseph Vernet",MillardChauvin@dayrep.com,188,"6' 2"""
female,Ila,Deblois,4/24/1991,"37 Rue du Palais",IlaDeblois@cuvox.de,163,"5' 4"""
female,Brie,Jardine,2/12/1947,"44 Place de la Gare",BrieJardine@teleworm.us,157,"5' 2"""
female,Fealty,Parent,3/21/1932,"82 rue Michel Ange",FealtyParent@einrot.com,154,"5' 1"""
female,Arienne,Rodrigue,10/30/1971,"48 rue Reine Elisabeth",ArienneRodrigue@fleckens.hu,158,"5' 2"""
male,Forrest,Lang,10/23/1948,"6 rue Jean Vilar",ForrestLang@superrito.com,184,"6' 0"""
female,Josette,Batard,8/11/1972,"96 rue des Chaligny",JosetteBatard@jourrapide.com,158,"5' 2"""
male,Kerman,Lamoureux,6/1/1940,"3 rue de Lille",KermanLamoureux@einrot.com,182,"6' 0"""
female,Annot,Bélair,12/12/1997,"82 rue La Boétie",AnnotBelair@fleckens.hu,163,"5' 4"""
female,Marthe,Vernadeau,7/30/2000,"63 rue Petite Fusterie",MartheVernadeau@rhyta.com,155,"5' 1"""
male,Philippe,Mailloux,3/11/1937,"95 rue du Général Ailleret",PhilippeMailloux@fleckens.hu,163,"5' 4"""
female,Roux,Lefèbvre,11/28/1944,"63 Quai des Belges",RouxLefebvre@teleworm.us,156,"5' 1"""
female,Philippine,Bussière,11/14/1956,"76 rue Petite Fusterie",PhilippineBussiere@dayrep.com,154,"5' 1"""
female,Clarimunda,Jalbert,7/16/1945,"4 Faubourg Saint Honoré",ClarimundaJalbert@armyspy.com,152,"5' 0"""
male,Armand,Caisse,8/3/1947,"53 rue du Paillle en queue",ArmandCaisse@gustr.com,182,"6' 0"""
male,Marshall,Beaudoin,10/17/1945,"29 rue Charles Corbeau",MarshallBeaudoin@teleworm.us,182,"6' 0"""
female,Odelette,Barteaux,1/23/1965,"15 rue Marie de Médicis",OdeletteBarteaux@cuvox.de,155,"5' 1"""
female,Azura,Lacombe,8/29/1977,"7 rue Grande Fusterie",AzuraLacombe@gustr.com,155,"5' 1"""
female,Erembourg,Lebel,5/30/1968,"83 Place du Jeu de Paume",ErembourgLebel@dayrep.com,157,"5' 2"""
male,Forrest,Brian,10/31/1953,"25 avenue Ferdinand de Lesseps",ForrestBrian@fleckens.hu,186,"6' 1"""
male,Claude,Francoeur,2/12/1995,"36 Rue Frédéric Chopin",ClaudeFrancoeur@armyspy.com,184,"6' 0"""
male,Algernon,Vaillancour,9/7/1989,"47 Rue Frédéric Chopin",AlgernonVaillancour@einrot.com,189,"6' 2"""
female,Philippine,Mailly,1/30/1945,"28 rue Pierre De Coubertin",PhilippineMailly@armyspy.com,152,"5' 0"""
male,Hardouin,Simard,2/13/1982,"33 rue de Groussay",HardouinSimard@armyspy.com,185,"6' 1"""
male,Montague,Gregoire,12/16/1980,"67 rue Michel Ange",MontagueGregoire@jourrapide.com,187,"6' 2"""
male,Audric,Caya,8/9/1986,"59 avenue de Bouvines",AudricCaya@teleworm.us,189,"6' 2"""
female,Jacquenett,Mazuret,8/19/1981,"89 Place de la Madeleine",JacquenettMazuret@dayrep.com,160,"5' 3"""
female,Renée,Lemelin,12/1/1965,"92 place de Miremont",ReneeLemelin@gustr.com,153,"5' 0"""
female,Thérèse,Houle,9/20/1940,"44 Rue Bonnet",ThereseHoule@cuvox.de,157,"5' 2"""
male,Barry,Bernier,10/3/1961,"62 Rue de la Pompe",BarryBernier@dayrep.com,184,"6' 0"""
female,Noémi,Dandonneau,12/30/1994,"18 avenue Ferdinand de Lesseps",NoemiDandonneau@teleworm.us,160,"5' 3"""
female,Camille,L'Heureux,4/28/1977,"53 rue Gustave Eiffel",CamilleLHeureux@gustr.com,155,"5' 1"""
male,Eugène,Patel,10/9/1973,"41 rue Descartes",EugenePatel@einrot.com,185,"6' 1"""
female,Christiane,Giroux,6/15/1982,"27 Rue Hubert de Lisle",ChristianeGiroux@armyspy.com,158,"5' 2"""
female,Rachelle,Benjamin,11/17/1961,"52 avenue Voltaire",RachelleBenjamin@gustr.com,160,"5' 3"""
female,Victorine,Huppé,9/9/1998,"80 Rue Hubert de Lisle",VictorineHuppe@jourrapide.com,154,"5' 1"""
male,Gustave,D'Aoust,5/9/1943,"35 boulevard Bryas",GustaveDAoust@fleckens.hu,184,"6' 0"""
female,Roux,Desnoyer,3/5/2000,"62 rue des Nations Unies",RouxDesnoyer@teleworm.us,158,"5' 2"""
male,Daniel,Bonnet,7/31/1960,"84 rue Pierre De Coubertin",DanielBonnet@superrito.com,186,"6' 1"""
female,Matilda,Tessier,9/19/1959,"52 rue de Geneve",MatildaTessier@dayrep.com,157,"5' 2"""
female,Xavierre,Dubeau,4/30/1989,"97 rue des Chaligny",XavierreDubeau@cuvox.de,155,"5' 1"""
male,Ansel,Proulx,1/19/1961,"88 rue des Chaligny",AnselProulx@teleworm.us,166,"5' 5"""
male,Xavier,Caouette,9/20/1951,"81 rue Cazade",XavierCaouette@rhyta.com,184,"6' 0"""
female,Virginie,Primeau,3/26/1958,"75 route de Lyon",VirginiePrimeau@superrito.com,166,"5' 5"""
female,Aceline,Vaillancourt,12/20/1969,"41 rue Beauvau",AcelineVaillancourt@armyspy.com,157,"5' 2"""
female,Yolette,Arnoux,3/10/1950,"11 Place du Jeu de Paume",YoletteArnoux@jourrapide.com,152,"5' 0"""
female,Cinderella,Turcotte,5/26/1993,"77 rue Sadi Carnot",CinderellaTurcotte@armyspy.com,160,"5' 3"""
female,Angelette,Ferland,5/10/1948,"83 boulevard Aristide Briand",AngeletteFerland@dayrep.com,152,"5' 0"""
female,Arlette,Panetier,11/15/1977,"5 Faubourg Saint Honoré",ArlettePanetier@fleckens.hu,156,"5' 1"""
female,Pierrette,Primeau,3/15/1964,"89 rue du Faubourg National",PierrettePrimeau@einrot.com,163,"5' 4"""
male,Huon,Lafontaine,6/21/1983,"26 Chemin Des Bateliers",HuonLafontaine@rhyta.com,188,"6' 2"""
female,Thérèse,Batard,7/23/1986,"4 rue Pierre De Coubertin",ThereseBatard@einrot.com,161,"5' 3"""
male,Troy,Simard,3/9/1979,"59 rue Gouin de Beauchesne",TroySimard@cuvox.de,183,"6' 0"""
male,Théodore,Lachapelle,11/24/1960,"38 rue de l'Epeule",TheodoreLachapelle@teleworm.us,188,"6' 2"""
female,Isabelle,Rochefort,10/17/1959,"61 place Maurice-Charretier",IsabelleRochefort@cuvox.de,158,"5' 2"""
female,Esperanza,L'Hiver,8/29/1988,"94 Place Charles de Gaulle",EsperanzaLHiver@fleckens.hu,157,"5' 2"""
female,Camille,Sicard,7/12/1964,"61 avenue de Provence",CamilleSicard@armyspy.com,160,"5' 3"""
male,Théodore,Duval,1/5/1986,"20 rue du Fossé des Tanneurs",TheodoreDuval@einrot.com,185,"6' 1"""
male,Gérard,Séguin,3/28/1961,"13 rue Gontier-Patin",GerardSeguin@gustr.com,187,"6' 2"""
female,France,Abril,8/16/1944,"17 rue Marie de Médicis",FranceAbril@jourrapide.com,166,"5' 5"""
female,Amélie,Déziel,1/20/1967,"82 rue Gouin de Beauchesne",AmelieDeziel@jourrapide.com,153,"5' 0"""
female,Solaine,Beaujolie,1/2/1984,"79 rue du Clair Bocage",SolaineBeaujolie@jourrapide.com,156,"5' 1"""
male,Thibaut,Charpentier,12/9/1991,"1 Avenue De Marlioz",ThibautCharpentier@cuvox.de,187,"6' 2"""
female,Paige,Bizier,6/8/1966,"98 rue de Geneve",PaigeBizier@cuvox.de,166,"5' 5"""
male,Landers,Plaisance,5/22/1948,"49 Place de la Madeleine",LandersPlaisance@fleckens.hu,185,"6' 1"""
female,Mathilde,Généreux,3/27/1936,"65 rue Goya",MathildeGenereux@gustr.com,154,"5' 1"""
male,Daniel,Tougas,4/19/1984,"29 Rue St Ferréol",DanielTougas@einrot.com,186,"6' 1"""
male,Lowell,Baril,12/12/1962,"75 boulevard Amiral Courbet",LowellBaril@cuvox.de,182,"6' 0"""
female,Fanette,"Du Trieux",11/10/1942,"60 boulevard Aristide Briand",FanetteDuTrieux@teleworm.us,156,"5' 1"""
male,Aimé,Busque,6/26/1972,"5 rue Clement Marot",AimeBusque@superrito.com,186,"6' 1"""
male,Dominic,Richard,6/14/1963,"97 rue de Raymond Poincaré",DominicRichard@teleworm.us,186,"6' 1"""
female,Geneviève,Fortier,2/4/1953,"86 rue de Penthièvre",GenevieveFortier@jourrapide.com,160,"5' 3"""
male,Gaspar,Côté,1/1/1997,"99 Place de la Gare",GasparCote@teleworm.us,189,"6' 2"""
male,Normand,Longpré,1/11/1985,"41 boulevard Aristide Briand",NormandLongpre@jourrapide.com,183,"6' 0"""
female,Julienne,Arcouet,8/9/1945,"20 rue Marguerite",JulienneArcouet@einrot.com,154,"5' 1"""
female,Suzette,LaCaille,9/21/1938,"20 rue du Château",SuzetteLaCaille@superrito.com,152,"5' 0"""
male,Roland,Bisson,11/21/1979,"42 avenue de l'Amandier",RolandBisson@jourrapide.com,189,"6' 2"""
male,Zdenek,Chesnay,4/3/1958,"9 Place Charles de Gaulle",ZdenekChesnay@fleckens.hu,182,"6' 0"""
male,Ranger,Faure,12/12/1980,"90 rue du Fossé des Tanneurs",RangerFaure@superrito.com,189,"6' 2"""
male,Jesper,Bois,2/8/1984,"27 rue Gontier-Patin",JesperBois@cuvox.de,188,"6' 2"""
female,Brie,Pouliotte,1/27/1936,"42 Square de la Couronne",BriePouliotte@dayrep.com,156,"5' 1"""
female,Albracca,Édouard,10/18/1996,"65 Place du Jeu de Paume",AlbraccaEdouard@cuvox.de,155,"5' 1"""
female,Roux,Meilleur,2/10/1978,"3 rue Marie de Médicis",RouxMeilleur@teleworm.us,163,"5' 4"""
male,Perrin,Laframboise,10/26/1984,"45 Boulevard de Normandie",PerrinLaframboise@jourrapide.com,189,"6' 2"""
female,Marphisa,D'Aubigné,11/20/1963,"58 Quai des Belges",MarphisaDAubigne@rhyta.com,157,"5' 2"""
female,Claire,Nadeau,4/10/1987,"27 rue La Boétie",ClaireNadeau@armyspy.com,166,"5' 5"""
female,Denise,Rouleau,4/26/1968,"62 rue Victor Hugo",DeniseRouleau@dayrep.com,161,"5' 3"""
male,Gaspar,Primeau,6/2/1962,"81 Rue St Ferréol",GasparPrimeau@rhyta.com,183,"6' 0"""
female,Ruby,Boucher,1/12/1988,"69 Faubourg Saint Honoré",RubyBoucher@cuvox.de,156,"5' 1"""
female,Estelle,Gaudreau,6/7/1939,"45 rue Sébastopol",EstelleGaudreau@superrito.com,166,"5' 5"""
female,Mariette,Charpie,5/13/1991,"61 rue de la Mare aux Carats",MarietteCharpie@fleckens.hu,160,"5' 3"""
female,Danielle,Chesnay,9/1/1934,"49 rue Petite Fusterie",DanielleChesnay@fleckens.hu,156,"5' 1"""
male,Vail,Narcisse,4/11/1969,"23 boulevard de Prague",VailNarcisse@teleworm.us,184,"6' 0"""
male,Soren,Panetier,9/8/1999,"81 rue de la République",SorenPanetier@armyspy.com,160,"5' 3"""
female,Louise,Daoust,12/13/1982,"24 boulevard Albin Durand",LouiseDaoust@jourrapide.com,161,"5' 3"""
male,Quincy,Duhamel,4/8/1998,"12 rue Clement Marot",QuincyDuhamel@dayrep.com,182,"6' 0"""
female,Laurene,Patel,10/31/1994,"46 rue de la Boétie",LaurenePatel@dayrep.com,157,"5' 2"""
female,Carine,Bordeleau,7/23/1952,"13 rue du Paillle en queue",CarineBordeleau@teleworm.us,158,"5' 2"""
male,Kerman,Boivin,1/16/1982,"32 Rue Marie De Médicis",KermanBoivin@dayrep.com,184,"6' 0"""
female,Holly,Clavet,1/14/2000,"7 rue Cazade",HollyClavet@fleckens.hu,153,"5' 0"""
female,Juliette,Renaud,1/23/1943,"94 rue du Fossé des Tanneurs",JulietteRenaud@rhyta.com,158,"5' 2"""
male,Norris,Courtois,11/17/1957,"1 Cours Marechal-Joffre",NorrisCourtois@jourrapide.com,185,"6' 1"""
female,Vivienne,Picard,7/5/1931,"27 Chemin Challet",ViviennePicard@teleworm.us,154,"5' 1"""
female,Amabella,Barrière,3/2/2001,"7 place Stanislas",AmabellaBarriere@teleworm.us,157,"5' 2"""
female,Fleur,David,8/13/1996,"27 rue de Penthièvre",FleurDavid@fleckens.hu,154,"5' 1"""
male,Alain,Ménard,9/5/1989,"30 rue Jean Vilar",AlainMenard@jourrapide.com,183,"6' 0"""
female,Laverne,Méthot,5/4/1970,"84 boulevard Amiral Courbet",LaverneMethot@gustr.com,161,"5' 3"""
female,Laurette,Labrosse,8/6/1963,"14 Place de la Madeleine",LauretteLabrosse@einrot.com,154,"5' 1"""
male,Percy,Querry,12/26/1993,"96 rue de la Hulotais",PercyQuerry@einrot.com,188,"6' 2"""
female,Ruby,Bouchard,2/21/1993,"5 rue de la Mare aux Carats",RubyBouchard@superrito.com,155,"5' 1"""
male,Serge,Courcelle,11/4/1936,"1 Rue Roussy",SergeCourcelle@cuvox.de,163,"5' 4"""
female,Inès,Couturier,2/11/1984,"99 rue Adolphe Wurtz",InesCouturier@superrito.com,158,"5' 2"""
male,Jay,Fortin,3/31/1978,"52 rue Clement Marot",JayFortin@dayrep.com,182,"6' 0"""
female,Sydney,Houde,4/28/1957,"66 rue Porte d'Orange",SydneyHoude@armyspy.com,157,"5' 2"""
male,Stéphane,Fongemie,11/20/1990,"19 rue Marguerite",StephaneFongemie@gustr.com,185,"6' 1"""
female,Antoinette,Lereau,7/10/1976,"57 rue Pierre De Coubertin",AntoinetteLereau@rhyta.com,166,"5' 5"""
female,Ophelia,Berthelette,9/19/1961,"76 Rue de Strasbourg",OpheliaBerthelette@teleworm.us,163,"5' 4"""
female,Lotye,Arpin,2/25/1947,"20 rue Gustave Eiffel",LotyeArpin@fleckens.hu,161,"5' 3"""
female,Nicolette,Busson,10/2/1954,"17 rue Sébastopol",NicoletteBusson@gustr.com,157,"5' 2"""
male,Roch,Tisserand,3/14/1948,"80 Chemin Du Lavarin Sud",RochTisserand@teleworm.us,183,"6' 0"""
female,Aurore,Ricard,9/27/1954,"50 rue Porte d'Orange",AuroreRicard@rhyta.com,160,"5' 3"""
female,Alacoque,Berthelette,9/13/1965,"7 rue de l'Aigle",AlacoqueBerthelette@dayrep.com,156,"5' 1"""
female,Avice,Monrency,7/18/1980,"60 rue Banaudon",AviceMonrency@fleckens.hu,166,"5' 5"""
female,Sabine,Chalifour,2/28/1957,"1 rue Gustave Eiffel",SabineChalifour@cuvox.de,157,"5' 2"""
male,Arnou,Brunault,7/21/1987,"18 rue Grande Fusterie",ArnouBrunault@jourrapide.com,189,"6' 2"""
female,Felicienne,Thibodeau,12/31/1942,"43 avenue Jules Ferry",FelicienneThibodeau@einrot.com,158,"5' 2"""
female,Apolline,Lafontaine,8/5/1959,"88 rue de la Hulotais",ApollineLafontaine@dayrep.com,156,"5' 1"""
female,Laurence,Mailloux,8/11/1974,"4 avenue du Marechal Juin",LaurenceMailloux@teleworm.us,156,"5' 1"""
female,Simone,Lapointe,7/29/1936,"50 rue Victor Hugo",SimoneLapointe@einrot.com,160,"5' 3"""
male,Nouel,Ailleboust,8/7/1992,"46 Quai des Belges",NouelAilleboust@einrot.com,186,"6' 1"""
male,Gaspar,Rivière,4/11/1975,"89 Rue Joseph Vernet",GasparRiviere@fleckens.hu,182,"6' 0"""
female,Amorette,Perrault,4/23/1947,"76 rue de l'Aigle",AmorettePerrault@rhyta.com,161,"5' 3"""
female,Nicolette,Langelier,5/23/1950,"88 rue du Clair Bocage",NicoletteLangelier@teleworm.us,158,"5' 2"""
male,Paul,Laliberté,5/5/1998,"95 rue des Dunes",PaulLaliberte@cuvox.de,163,"5' 4"""
female,Jacquenett,Bousquet,5/21/1967,"42 place de Miremont",JacquenettBousquet@teleworm.us,155,"5' 1"""
male,Ferragus,Auger,2/1/1942,"30 Place de la Gare",FerragusAuger@fleckens.hu,166,"5' 5"""
female,Gabrielle,Beaupré,7/30/1955,"42 Place de la Madeleine",GabrielleBeaupre@einrot.com,163,"5' 4"""
